time, Quad.IMU.AX,,,,
3.089958,-0.030415,,-0.050305,0.002530593,
1.195,-0.027899,,-0.047789,0.002283789,
4.114884,-0.026288,,-0.046178,0.002132408,
3.244947,-0.026081,,-0.045971,0.002113333,
2.699987,-0.025866,,-0.045756,0.002093612,
0.399998,-0.025067,,-0.044957,0.002021132,
0.195,-0.023585,,-0.043475,0.001890076,
2.24002,-0.023461,,-0.043351,0.001879309,
0.314999,-0.020813,,-0.040703,0.001656734,
0.719994,-0.020778,,-0.040668,0.001653886,
2.23502,-0.019543,,-0.039433,0.001554961,
1.039993,-0.018628,,-0.038518,0.001483636,
4.274873,-0.01785,,-0.03774,0.001424308,
0.904992,-0.017219,,-0.037109,0.001377078,
4.429862,-0.015223,,-0.035113,0.001232923,
3.379937,-0.014745,,-0.034635,0.001199583,
4.624847,-0.01454,,-0.03443,0.001185425,
1.400009,-0.009496,,-0.029386,0.000863537,
4.794835,-0.00851,,-0.0284,0.00080656,
4.909827,-0.007337,,-0.027227,0.00074131,
2.52,-0.006978,,-0.026868,0.000721889,
2.070032,-0.006838,,-0.026728,0.000714386,
3.769909,-0.005203,,-0.025093,0.000629659,
2.51,-0.003135,,-0.023025,0.000530151,
3.574923,-0.002885,,-0.022775,0.000518701,
1.695023,-0.001877,,-0.021767,0.000473802,
1.450012,-0.001146,,-0.021036,0.000442513,
2.64999,-0.00107,,-0.02096,0.000439322,
4.949824,-0.001019,,-0.020909,0.000437186,
4.769837,-0.000779,,-0.020669,0.000427208,
1.034992,-0.000713,,-0.020603,0.000424484,
1.009991,-0.000657,,-0.020547,0.000422179,
0.055,-0.000003,,-0.019893,0.000395731,
4.374866,0.000327,,-0.019563,0.000382711,
1.159998,0.002952,,-0.016938,0.000286896,
3.259946,0.003081,,-0.016809,0.000282542,
2.395009,0.003458,,-0.016432,0.000270011,
3.414935,0.006558,,-0.013332,0.000177742,
3.174952,0.008323,,-0.011567,0.000133795,
1.540016,0.010331,,-0.009559,9.13745E-05,
3.324941,0.011446,,-0.008444,7.13011E-05,
0.524997,0.01309,,-0.0068,0.00004624,
0.689995,0.013915,,-0.005975,3.57006E-05,
2.125028,0.016472,,-0.003418,1.16827E-05,
2.969967,0.018125,,-0.001765,3.11523E-06,
1.330006,0.020373,,0.000483,2.33289E-07,
3.109957,0.021706,,0.001816,3.29786E-06,
1.605019,0.024704,,0.004814,2.31746E-05,
0.459998,0.025346,,0.005456,2.97679E-05,
2.799979,0.025842,,0.005952,3.54263E-05,
1.610019,0.025911,,0.006021,3.62524E-05,
1.780027,0.026151,,0.006261,3.92001E-05,
4.469859,0.02638,,0.00649,4.21201E-05,
4.104885,0.03006,,0.01017,0.000103429,
1.230001,0.031099,,0.011209,0.000125642,
3.729912,0.031374,,0.011484,0.000131882,
0.729994,0.032731,,0.012841,0.000164891,
3.954896,0.03327,,0.01338,0.000179024,
4.549853,0.033529,,0.013639,0.000186022,
4.364866,0.038251,,0.018361,0.000337126,
0.444998,0.038858,,0.018968,0.000359785,
3.409935,0.039433,,0.019543,0.000381929,
1.810029,0.039537,,0.019647,0.000386005,
4.889828,0.042497,,0.022607,0.000511076,
0.669995,0.042507,,0.022617,0.000511529,
3.114957,0.04255,,0.02266,0.000513476,
2.290016,0.04376,,0.02387,0.000569777,
0.684995,0.044499,,0.024609,0.000605603,
4.269873,0.045195,,0.025305,0.000640343,
3.34494,0.045979,,0.026089,0.000680636,
3.124956,0.0474,,0.02751,0.0007568,
0.839993,0.049344,,0.029454,0.000867538,
0.115,0.049779,,0.029889,0.000893352,
3.309942,0.050994,,0.031104,0.000967459,
2.305015,0.051517,,0.031627,0.001000267,
1.315005,0.052275,,0.032385,0.001048788,
2.814978,0.052867,,0.032977,0.001087483,
3.594922,0.053791,,0.033901,0.001149278,
2.764982,0.054327,,0.034437,0.001185907,
0.604996,0.054894,,0.035004,0.00122528,
1.735025,0.055647,,0.035757,0.001278563,
0.554996,0.056635,,0.036745,0.001350195,
2.050034,0.056841,,0.036951,0.001365376,
0.829993,0.056922,,0.037032,0.001371369,
1.700023,0.057703,,0.037813,0.001429823,
4.774837,0.058851,,0.038961,0.00151796,
1.305005,0.05982,,0.03993,0.001594405,
2.500001,0.059841,,0.039951,0.001596082,
0.18,0.061088,,0.041198,0.001697275,
0.14,0.064975,,0.045085,0.002032657,
2.205023,0.068616,,0.048726,0.002374223,
1.505014,0.068908,,0.049018,0.002402764,
3.48493,0.069405,,0.049515,0.002451735,
3.044962,0.069939,,0.050049,0.002504902,
4.629847,0.072366,,0.052476,0.002753731,
0.01,0.073913,,0.054023,0.002918485,
4.099885,0.076249,,0.056359,0.003176337,
3.674916,0.077571,,0.057681,0.003327098,
0.23,0.078067,,0.058177,0.003384563,
1.915033,0.082678,,0.062788,0.003942333,
1.880032,0.083215,,0.063325,0.004010056,
3.61992,0.083497,,0.063607,0.00404585,
1.205,0.084145,,0.064255,0.004128705,
1.895033,0.084306,,0.064416,0.004149421,
0.634995,0.086078,,0.066188,0.004380851,
0.424998,0.087852,,0.067962,0.004618833,
3.694915,0.088481,,0.068591,0.004704725,
0.28,0.090042,,0.070152,0.004921303,
2.400008,0.092873,,0.072983,0.005326518,
1.925034,0.094928,,0.075038,0.005630701,
4.709841,0.095379,,0.075489,0.005698589,
0.534997,0.096451,,0.076561,0.005861587,
1.830029,0.098201,,0.078311,0.006132613,
2.544998,0.099263,,0.079373,0.006300073,
0.614996,0.099928,,0.080038,0.006406081,
2.090031,0.103857,,0.083967,0.007050457,
1.750026,0.107195,,0.087305,0.007622163,
1.295004,0.107519,,0.087629,0.007678842,
1.210001,0.107896,,0.088006,0.007745056,
0.874992,0.108741,,0.088851,0.0078945,
2.539998,0.1125,,0.09261,0.008576612,
2.345012,0.11662,,0.09673,0.009356693,
2.485002,0.116641,,0.096751,0.009360756,
4.384865,0.119592,,0.099702,0.009940489,
1.084995,0.119642,,0.099752,0.009950462,
3.434933,0.120416,,0.100526,0.010105477,
3.934897,0.12071,,0.10082,0.010164672,
1.615019,0.121113,,0.101223,0.010246096,
3.039962,0.121456,,0.101566,0.010315652,
3.564924,0.12343,,0.10354,0.010720532,
0.359999,0.125073,,0.105183,0.011063463,
4.134883,0.126094,,0.106204,0.01127929,
2.574996,0.126443,,0.106553,0.011353542,
1.350007,0.128223,,0.108333,0.011736039,
4.974822,0.128518,,0.108628,0.011800042,
4.014892,0.12978,,0.10989,0.012075812,
4.569851,0.129992,,0.110102,0.01212245,
3.654917,0.130693,,0.110803,0.012277305,
3.494929,0.136428,,0.116538,0.013581105,
4.17488,0.137845,,0.117955,0.013913382,
3.734912,0.143353,,0.123463,0.015243112,
4.86483,0.144002,,0.124112,0.015403789,
0.804993,0.14444,,0.12455,0.015512703,
4.759838,0.146168,,0.126278,0.015946133,
1.004991,0.146539,,0.126649,0.016039969,
4.839832,0.147573,,0.127683,0.016302948,
2.819978,0.148591,,0.128701,0.016563947,
3.07496,0.150715,,0.130825,0.017115181,
4.989821,0.152689,,0.132799,0.017635574,
4.279872,0.153959,,0.134069,0.017974497,
1.500014,0.154096,,0.134206,0.01801125,
0.215,0.155674,,0.135784,0.018437295,
1.139997,0.16201,,0.14212,0.020198094,
3.864902,0.162149,,0.142259,0.020237623,
2.879974,0.162375,,0.142485,0.020301975,
4.669844,0.162983,,0.143093,0.020475607,
3.644918,0.163422,,0.143532,0.020601435,
3.869902,0.163837,,0.143947,0.020720739,
3.179952,0.164485,,0.144595,0.020907714,
2.155026,0.165717,,0.145827,0.021265514,
0.394998,0.170397,,0.150507,0.022652357,
3.229948,0.171602,,0.151712,0.023016531,
2.325014,0.171695,,0.151805,0.023044758,
2.92497,0.172805,,0.152915,0.023382997,
2.37501,0.173533,,0.153643,0.023606171,
2.964967,0.173596,,0.153706,0.023625534,
2.000037,0.174196,,0.154306,0.023810342,
0.984991,0.176143,,0.156253,0.024415,
2.270018,0.176763,,0.156873,0.024609138,
0.674995,0.177943,,0.158053,0.024980751,
1.785027,0.178441,,0.158551,0.02513842,
0.08,0.178824,,0.158934,0.025260016,
4.659845,0.179134,,0.159244,0.025358652,
2.015036,0.179823,,0.159933,0.025578564,
1.520015,0.180503,,0.160613,0.025796536,
3.659917,0.181554,,0.161664,0.026135249,
2.180024,0.181883,,0.161993,0.026241732,
0.484997,0.182254,,0.162364,0.026362068,
0.035,0.182526,,0.162636,0.026450468,
3.61492,0.182682,,0.162792,0.026501235,
1.395009,0.184014,,0.164124,0.026936687,
1.760026,0.187674,,0.167784,0.028151471,
3.779908,0.187983,,0.168093,0.028255257,
2.025036,0.189048,,0.169158,0.028614429,
2.020036,0.190617,,0.170727,0.029147709,
0.909992,0.192617,,0.172727,0.029834617,
1.555017,0.193537,,0.173647,0.030153281,
0.26,0.194521,,0.174631,0.030495986,
2.949969,0.194869,,0.174979,0.03061765,
3.939897,0.196206,,0.176316,0.031087332,
0.544997,0.196551,,0.176661,0.031209109,
1.660022,0.201779,,0.181889,0.033083608,
2.954968,0.202174,,0.182284,0.033227457,
4.734839,0.204566,,0.184676,0.034105225,
3.249947,0.204704,,0.184814,0.034156215,
1.530015,0.20547,,0.18558,0.034439936,
2.445005,0.205771,,0.185881,0.034551746,
1.940035,0.206312,,0.186422,0.034753162,
1.470013,0.209879,,0.189989,0.03609582,
1.710024,0.211456,,0.191566,0.036697532,
4.614848,0.218318,,0.198428,0.039373671,
1.385009,0.21904,,0.19915,0.039660723,
0.514997,0.219189,,0.199299,0.039720091,
3.224949,0.219564,,0.199674,0.039869706,
1.465012,0.22129,,0.2014,0.04056196,
4.074887,0.222844,,0.202954,0.041190326,
3.8999,0.2251,,0.20521,0.042111144,
4.509856,0.226062,,0.206172,0.042506894,
2.769982,0.227833,,0.207943,0.043240291,
4.304871,0.228389,,0.208499,0.043471833,
2.480003,0.228459,,0.208569,0.043501028,
4.004892,0.229478,,0.209588,0.04392713,
3.799907,0.231118,,0.211228,0.044617268,
0.409998,0.23128,,0.21139,0.044685732,
4.504856,0.231585,,0.211695,0.044814773,
1.300005,0.235486,,0.215596,0.046481635,
0.759994,0.238056,,0.218166,0.047596404,
4.819833,0.239403,,0.219513,0.048185957,
2.529999,0.242841,,0.222951,0.049707148,
0.999991,0.243351,,0.223461,0.049934819,
2.914971,0.243436,,0.223546,0.049972814,
1.340007,0.244194,,0.224304,0.050312284,
3.794907,0.245977,,0.226087,0.051115332,
3.724912,0.248441,,0.228551,0.05223556,
3.974894,0.249743,,0.229853,0.052832402,
2.834977,0.249964,,0.230074,0.052934045,
0.15,0.250758,,0.230868,0.053300033,
0.285,0.252229,,0.232339,0.053981411,
1.770027,0.253229,,0.233339,0.054447089,
4.679843,0.259134,,0.239244,0.057237692,
4.264874,0.259518,,0.239628,0.057421578,
0.374999,0.259563,,0.239673,0.057443147,
3.499929,0.260527,,0.240637,0.057906166,
2.919971,0.260874,,0.240984,0.058073288,
4.849831,0.261718,,0.241828,0.058480782,
4.674844,0.26304,,0.24315,0.059121923,
3.024963,0.263989,,0.244099,0.059584322,
1.179999,0.264488,,0.244598,0.059828182,
2.360011,0.265517,,0.245627,0.060332623,
1.255003,0.2674,,0.24751,0.0612612,
3.559924,0.273372,,0.253482,0.064253124,
1.790028,0.273949,,0.254059,0.064545975,
2.709986,0.277676,,0.257786,0.066453622,
2.774981,0.278371,,0.258481,0.066812427,
0.389999,0.28206,,0.26217,0.068733109,
3.554925,0.283473,,0.263583,0.069475998,
3.8949,0.283652,,0.263762,0.069570393,
4.409863,0.284211,,0.264321,0.069865591,
2.505001,0.284818,,0.264928,0.070186845,
2.664989,0.287417,,0.267527,0.071570696,
3.909899,0.287597,,0.267707,0.071667038,
2.584995,0.288706,,0.268816,0.072262042,
3.374938,0.291496,,0.271606,0.073769819,
4.804834,0.291836,,0.271946,0.073954627,
4.844831,0.293153,,0.273263,0.074672667,
2.689987,0.293902,,0.274012,0.075082576,
1.285004,0.295276,,0.275386,0.075837449,
4.324869,0.295285,,0.275395,0.075842406,
0.649995,0.298123,,0.278233,0.077413602,
2.195023,0.299838,,0.279948,0.078370883,
0.834993,0.301737,,0.281847,0.079437731,
1.85003,0.302283,,0.282393,0.079745806,
0.939991,0.302673,,0.282783,0.079966225,
3.06996,0.302854,,0.282964,0.080068625,
2.275017,0.303075,,0.283185,0.080193744,
0.045,0.309447,,0.289557,0.083843256,
3.214949,0.311414,,0.291524,0.084986243,
4.634847,0.311549,,0.291659,0.085064972,
0.11,0.31406,,0.29417,0.086535989,
0.17,0.314067,,0.294177,0.086540107,
0.504997,0.315834,,0.295944,0.087582851,
3.419935,0.320546,,0.300656,0.09039403,
2.425007,0.322664,,0.302774,0.091672095,
2.10003,0.323965,,0.304075,0.092461606,
2.145027,0.33135,,0.31146,0.097007332,
2.884973,0.331591,,0.311701,0.097157513,
2.010037,0.332486,,0.312596,0.097716259,
4.399864,0.332905,,0.313015,0.09797839,
4.329869,0.333113,,0.313223,0.098108648,
4.964823,0.334015,,0.314125,0.098674516,
3.75491,0.3389,,0.31901,0.10176738,
1.745026,0.339779,,0.319889,0.102328972,
1.815029,0.341658,,0.321768,0.103534646,
0.464998,0.346585,,0.326695,0.106729623,
3.604921,0.347518,,0.327628,0.107340106,
3.004965,0.347567,,0.327677,0.107372216,
2.040035,0.35249,,0.3326,0.11062276,
0.619996,0.352984,,0.333094,0.110951613,
2.315015,0.354686,,0.334796,0.112088362,
0.589996,0.358103,,0.338213,0.114388033,
1.134997,0.362703,,0.342813,0.117520753,
4.739839,0.363747,,0.343857,0.118237636,
1.550016,0.36506,,0.34517,0.119142329,
4.209877,0.365181,,0.345291,0.119225875,
4.189879,0.367692,,0.347802,0.120966231,
1.875032,0.368288,,0.348398,0.121381166,
2.65999,0.368512,,0.348622,0.121537299,
1.325006,0.3714,,0.35151,0.12355928,
2.230021,0.371807,,0.351917,0.123845575,
4.644846,0.374613,,0.354723,0.125828407,
4.054889,0.37526,,0.35537,0.126287837,
4.754838,0.378309,,0.358419,0.12846418,
4.17988,0.384409,,0.364519,0.132874101,
1.985037,0.385182,,0.365292,0.133438245,
1.570017,0.387766,,0.367876,0.135332751,
0.564996,0.388006,,0.368116,0.135509389,
4.159881,0.388436,,0.368546,0.135826154,
0.539997,0.389306,,0.369416,0.136468181,
1.995037,0.391755,,0.371865,0.138283578,
4.294871,0.39397,,0.37408,0.139935846,
1.154998,0.394691,,0.374801,0.14047579,
1.910033,0.397749,,0.377859,0.142777424,
0.764994,0.402964,,0.383074,0.146745689,
0.06,0.41005,,0.39016,0.152224826,
0.145,0.412858,,0.392968,0.154423849,
3.084959,0.414583,,0.394693,0.155782564,
4.969822,0.417085,,0.397195,0.157763868,
1.950035,0.42282,,0.40293,0.162352585,
3.684915,0.422896,,0.403006,0.162413836,
0.419998,0.4302,,0.41031,0.168354296,
0.594996,0.430471,,0.410581,0.168576758,
2.460004,0.431775,,0.411885,0.169649253,
3.744911,0.431926,,0.412036,0.169773665,
3.924898,0.433263,,0.413373,0.170877237,
2.589995,0.43329,,0.4134,0.17089956,
2.719985,0.433861,,0.413971,0.171371989,
3.154954,0.435343,,0.415453,0.172601195,
2.734984,0.437554,,0.417664,0.174443217,
2.754983,0.437581,,0.417691,0.174465771,
0.16,0.439246,,0.419356,0.175859455,
1.490014,0.440455,,0.420565,0.176874919,
1.665022,0.444041,,0.424151,0.179904071,
3.979894,0.446524,,0.426634,0.18201657,
0.824993,0.446996,,0.427106,0.182419535,
1.280004,0.451749,,0.431859,0.186502196,
3.234948,0.452366,,0.432476,0.187035491,
1.640021,0.453537,,0.433647,0.188049721,
3.459932,0.456214,,0.436324,0.190378633,
1.42001,0.456712,,0.436822,0.19081346,
3.599921,0.456776,,0.436886,0.190869377,
1.174999,0.46165,,0.44176,0.195151898,
1.800028,0.46176,,0.44187,0.195249097,
2.185024,0.462177,,0.442287,0.19561779,
1.099995,0.462901,,0.443011,0.196258746,
1.510015,0.46638,,0.44649,0.19935332,
2.974967,0.472826,,0.452936,0.20515102,
0.899992,0.472875,,0.452985,0.20519541,
0.929992,0.473108,,0.453218,0.205406556,
0.959991,0.481038,,0.461148,0.212657478,
1.445011,0.494004,,0.474114,0.224784085,
1.84503,0.494103,,0.474213,0.224877969,
4.799835,0.494835,,0.474945,0.225572753,
3.914899,0.49531,,0.47542,0.226024176,
2.599994,0.49653,,0.47664,0.22718569,
0.085,0.497363,,0.477473,0.227980466,
2.784981,0.497392,,0.477502,0.22800816,
1.685023,0.498938,,0.479048,0.229486986,
0.629995,0.499003,,0.479113,0.229549267,
2.609993,0.49993,,0.48004,0.230438402,
0.364999,0.502492,,0.482602,0.23290469,
4.884829,0.504824,,0.484934,0.235160984,
2.160026,0.509965,,0.490075,0.240173506,
1.109996,0.513778,,0.493888,0.243925357,
1.525015,0.51824,,0.49835,0.248352723,
1.275004,0.51874,,0.49885,0.248851323,
0.324999,0.519601,,0.499711,0.249711084,
4.354867,0.521432,,0.501542,0.251544378,
0.015,0.523375,,0.503485,0.253497145,
3.76491,0.524202,,0.504312,0.254330593,
3.774909,0.527402,,0.507512,0.25756843,
0.319999,0.530601,,0.510711,0.260825726,
1.560017,0.531313,,0.511423,0.261553485,
1.970036,0.53183,,0.51194,0.262082564,
3.749911,0.53429,,0.5144,0.26460736,
0.789993,0.537622,,0.517732,0.268046424,
4.44986,0.540114,,0.520224,0.27063301,
2.420007,0.540973,,0.521083,0.271527493,
1.820029,0.541451,,0.521561,0.272025877,
1.870031,0.542528,,0.522638,0.273150479,
4.224876,0.545362,,0.525472,0.276120823,
4.229876,0.545873,,0.525983,0.276658116,
4.439861,0.547194,,0.527304,0.278049508,
0.005,0.552092,,0.532202,0.283238969,
2.899972,0.554466,,0.534576,0.2857715,
1.079994,0.558996,,0.539106,0.290635279,
2.839977,0.560774,,0.540884,0.292555501,
0.664995,0.566739,,0.546849,0.299043829,
3.824905,0.568119,,0.548229,0.300555036,
1.495014,0.573024,,0.553134,0.305957222,
4.894828,0.573245,,0.553355,0.306201756,
4.874829,0.574468,,0.554578,0.307556758,
0.699995,0.577158,,0.557268,0.310547624,
0.694995,0.578066,,0.558176,0.311560447,
2.035035,0.581661,,0.561771,0.315586656,
4.394864,0.583275,,0.563385,0.317402658,
4.089886,0.5868,,0.56691,0.321386948,
4.499856,0.58789,,0.568,0.322624,
2.430006,0.589828,,0.569938,0.324829324,
0.329999,0.594317,,0.574427,0.329966378,
1.019992,0.598148,,0.578258,0.334382315,
2.085031,0.598387,,0.578497,0.334658779,
0.31,0.599094,,0.579204,0.335477274,
0.075,0.599153,,0.579263,0.335545623,
4.959823,0.608588,,0.588698,0.346565335,
4.249875,0.609702,,0.589812,0.347878195,
0.654995,0.612452,,0.592562,0.351129724,
3.049961,0.613212,,0.593322,0.352030996,
0.734994,0.613217,,0.593327,0.352036929,
2.729985,0.615107,,0.595217,0.354283277,
0.744994,0.61632,,0.59643,0.355728745,
1.930034,0.617245,,0.597355,0.356832996,
4.414863,0.619153,,0.599263,0.359116143,
2.644991,0.622515,,0.602625,0.363156891,
0.844993,0.627129,,0.607239,0.368739203,
0.709994,0.629784,,0.609894,0.371970691,
3.274945,0.630803,,0.610913,0.373214694,
0.989991,0.632386,,0.612496,0.37515135,
2.779981,0.637923,,0.618033,0.381964789,
1.63502,0.641585,,0.621695,0.386504673,
3.524927,0.648551,,0.628661,0.395214653,
3.584923,0.649539,,0.629649,0.396457863,
4.719841,0.651639,,0.631749,0.399106799,
1.565017,0.653832,,0.633942,0.401882459,
1.690023,0.657458,,0.637568,0.406492955,
1.675022,0.666053,,0.646163,0.417526623,
4.024891,0.666206,,0.646316,0.417724372,
3.714913,0.666211,,0.646321,0.417730835,
3.20995,0.66645,,0.64656,0.418039834,
4.464859,0.667465,,0.647575,0.419353381,
4.544853,0.669937,,0.650047,0.422561102,
2.455004,0.673178,,0.653288,0.426785211,
2.370011,0.675415,,0.655525,0.429713026,
3.424934,0.675803,,0.655913,0.430221864,
4.154881,0.67685,,0.65696,0.431596442,
1.475013,0.685272,,0.665382,0.442733206,
4.339868,0.689693,,0.669803,0.448636059,
0.2,0.695321,,0.675431,0.456207036,
2.350012,0.696974,,0.677084,0.458442743,
3.404936,0.697135,,0.677245,0.45866079,
4.219877,0.70116,,0.68127,0.464128813,
1.049993,0.704123,,0.684233,0.468174798,
2.210022,0.707794,,0.687904,0.473211913,
3.639919,0.713278,,0.693388,0.480786919,
2.869974,0.713368,,0.693478,0.480911736,
1.680022,0.717033,,0.697143,0.486008362,
3.314942,0.722639,,0.702749,0.493856157,
2.674989,0.722894,,0.703004,0.494214624,
0.774994,0.72519,,0.7053,0.49744809,
1.225001,0.725774,,0.705884,0.498272221,
1.670022,0.72784,,0.70795,0.501193203,
3.664917,0.72856,,0.70867,0.502213169,
3.874902,0.732074,,0.712184,0.50720605,
4.579851,0.73352,,0.71363,0.509267777,
2.280017,0.739507,,0.719617,0.517848627,
2.604994,0.741301,,0.721411,0.520433831,
0.724994,0.748856,,0.728966,0.531391429,
2.829977,0.751683,,0.731793,0.535520995,
2.909971,0.757156,,0.737266,0.543561155,
2.130028,0.764261,,0.744371,0.554088186,
4.009892,0.766885,,0.746995,0.55800153,
4.239875,0.767218,,0.747328,0.55849914,
0.09,0.768753,,0.748863,0.560795793,
2.310015,0.779375,,0.759485,0.576817465,
3.329941,0.798195,,0.778305,0.605758673,
4.934825,0.804329,,0.784439,0.615344545,
3.194951,0.804579,,0.784689,0.615736827,
3.844904,0.804765,,0.784875,0.616028766,
2.844976,0.812564,,0.792674,0.62833207,
2.624992,0.813898,,0.794008,0.630448704,
3.609921,0.81918,,0.79929,0.638864504,
2.055033,0.825115,,0.805225,0.648387301,
0.1,0.836604,,0.816714,0.667021758,
4.609848,0.837643,,0.817753,0.668719969,
3.009964,0.838627,,0.818737,0.670330275,
4.824833,0.848367,,0.828477,0.68637414,
2.639991,0.857806,,0.837916,0.702103223,
3.789908,0.859271,,0.839381,0.704560463,
0.479997,0.876848,,0.856958,0.734377014,
3.129956,0.879287,,0.859397,0.738563204,
0.175,0.8823,,0.86241,0.743751008,
3.634919,0.88944,,0.86955,0.756117203,
1.430011,0.895245,,0.875355,0.766246376,
2.300016,0.900239,,0.880349,0.775014362,
0.025,0.916424,,0.896534,0.803773213,
2.110029,0.919401,,0.899511,0.809120039,
1.014991,0.928373,,0.908483,0.825341361,
1.260003,0.928679,,0.908789,0.825897447,
3.474931,0.937941,,0.918051,0.842817639,
3.849903,0.954077,,0.934187,0.872705351,
3.134955,0.955549,,0.935659,0.875457764,
4.404863,0.955668,,0.935778,0.875680465,
0.974991,0.96336,,0.94347,0.890135641,
0.07,0.975337,,0.955447,0.91287897,
4.149882,0.978247,,0.958357,0.918448139,
2.994965,0.984157,,0.964267,0.929810847,
2.320014,0.988186,,0.968296,0.937597144,
1.149998,1.032599,,1.012709,1.025579519,
3.994893,1.03738,,1.01749,1.0352859,
4.914826,1.041601,,1.021711,1.043893368,
0.105,1.05358,,1.03369,1.068515016,
3.804907,1.113635,,1.093745,1.196278125,
0.369999,1.156945,,1.137055,1.292894073,
1.40501,1.170271,,1.150381,1.323376445,
0.964991,1.187445,,1.167555,1.363184678,
1.375008,1.212454,,1.192564,1.422208894,
2.215022,1.247777,,1.227887,1.507706485,
2.614993,1.248068,,1.228178,1.5084212,
0.949991,1.253513,,1.233623,1.521825706,
4.689843,1.304005,,1.284115,1.648951333,
3.439933,1.356518,,1.336628,1.78657441,
3.709913,1.38779,,1.3679,1.87115041,
4.59485,1.505885,,1.485995,2.20818114,
,-19.885921,,,243.1649362,
,-0.019885921,,,0.243164936,0.493117568
